assignmentid	workerid	Answer.task	Answer.myanswersA	Answer.myanswersC
3ATPCQ38J8AU3Q5I8JB3W1T59SGYAU	A347XXV5JH19PB	"n03529175::home room,n04019101::public transport,n06263609::print media,n04080705::resort hotel,n02940385::call center,n03738241::mechanical system,n04066270::red carpet,n03593222::japan,n04548280::wall clock,n03036022::city hall"	::0::0::0::0::0::0::0::0::1::0	::1::0::0::1::1::0::0::0::1::1
36W0OB37HWE9I3N1ABNERUPBSH0ZHN	A2ZTO4JZOB0QFL	"n02881546::bowl,n04418644::theater light,n04603729::worktable,n04285008::sports car,n03127024::crank,n04069777::reformatory,n02894337::breakfast table,n03344935::fire control system,n04313503::steering wheel,n04297098::stagecoach"	::1::1::1::0::1::0::1::0::1::0	::1::0::1::1::1::1::1::1::1::1
3WETL7AQWT8WHHWDO2RWYWH68DB35E	A36LOA6VLJU157	"n03127024::crank,n03344935::fire control system,n04313503::steering wheel,n04418644::theater light,n04285008::sports car,n04069777::reformatory,n02881546::bowl,n04297098::stagecoach,n02894337::breakfast table,n04603729::worktable"	::1::0::1::1::0::0::1::0::1::1	::1::1::1::0::1::1::1::1::1::1
323Q6SJS8IG3DMW19ZT7O29TGCCFHL	A2C57JVPIOH7F2	"n03344935::fire control system,n04285008::sports car,n02894337::breakfast table,n03127024::crank,n02881546::bowl,n04418644::theater light,n04069777::reformatory,n04313503::steering wheel,n04297098::stagecoach,n04603729::worktable"	::1::1::1::1::1::1::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
32RIADZISS4I5FDS0C9N1CJ40XN4SA	A357X6NIBOTHH0	"n03344935::fire control system,n04418644::theater light,n04297098::stagecoach,n02894337::breakfast table,n04313503::steering wheel,n02881546::bowl,n03127024::crank,n04069777::reformatory,n04603729::worktable,n04285008::sports car"	::0::1::0::1::1::1::1::0::1::0	::1::1::1::1::1::1::1::1::1::1
3NXNZ5RS1AXXJNZCT473NTYOZBQ79O	A347XXV5JH19PB	"n02881546::bowl,n04313503::steering wheel,n04418644::theater light,n02894337::breakfast table,n04603729::worktable,n04285008::sports car,n04069777::reformatory,n03127024::crank,n04297098::stagecoach,n03344935::fire control system"	::1::1::1::1::1::0::0::1::0::0	::1::1::1::1::1::1::1::1::1::1
3DZQRBDBSLFXNJUO0Y44R7RYMXFS31	A36LOA6VLJU157	"n03196598::digital display,n03546340::housing,n04579986::white,n02992032::cellblock,n03770316::ministry,n03394649::french door,n04594218::wire,n03040376::clean room,n02773838::bag,n03736269::meat house"	::1::0::0::0::0::1::1::0::1::0	::0::0::0::1::0::1::0::1::1::1
3TS1AR6UQQE6KXQPWQ7VXPKZ29J7FE	A2OXXHGAM7B0Y	"n04579986::white,n03546340::housing,n02773838::bag,n03040376::clean room,n02992032::cellblock,n04594218::wire,n03196598::digital display,n03394649::french door,n03736269::meat house,n03770316::ministry"	::0::0::1::0::0::1::1::1::0::0	::0::0::1::1::1::0::1::1::1::1
3QL2OFSM96IOK6Y2LVYJLGLM5BYNCW	A2I159VITLD19Y	"n03040376::clean room,n03770316::ministry,n03394649::french door,n02773838::bag,n03196598::digital display,n04594218::wire,n03546340::housing,n02992032::cellblock,n04579986::white,n03736269::meat house"	::0::0::1::1::1::1::0::0::0::0	::1::1::1::1::1::1::0::1::0::1
37U1UTWH9VM7N10HXQZVSEUDGH48R1	A347XXV5JH19PB	"n03770316::ministry,n03196598::digital display,n03546340::housing,n03736269::meat house,n03040376::clean room,n02773838::bag,n04579986::white,n03394649::french door,n04594218::wire,n02992032::cellblock"	::0::0::0::0::0::1::0::1::0::0	::1::1::1::1::1::1::0::1::1::1
3ON104KXQKWBCWU1KHJOY1MP6AMW4K	A2MQ6VUSKCQ9FH	"n04579986::white,n02773838::bag,n03736269::meat house,n03040376::clean room,n03196598::digital display,n03770316::ministry,n03546340::housing,n02992032::cellblock,n03394649::french door,n04594218::wire"	::0::1::0::0::1::0::0::0::1::1	::0::1::1::1::1::1::0::1::1::0
3YGXWBAF70H2YYOW3QJNM7FMEURC4E	A1OKGXKTU02BPE	"n04328186::stopwatch,n03722288::marketplace,n03519387::high-rise,n04019335::public works,n03237212::dress blues,n03200701::dining room,n04594489::wire,n04379096::tab key,n03557840::ice pack,n04256520::sofa"	::1::0::0::0::0::0::1::1::1::1	::1::1::1::1::0::1::1::1::1::1
3A9AA95ATWM3O610M0O3BZK7D92P5B	A2ZTO4JZOB0QFL	"n04019335::public works,n03557840::ice pack,n04594489::wire,n03200701::dining room,n04328186::stopwatch,n03722288::marketplace,n04256520::sofa,n04379096::tab key,n03237212::dress blues,n03519387::high-rise"	::0::1::0::0::1::0::1::1::1::0	::0::1::1::1::1::1::1::1::0::1
3S0TNUHWKTIDMRHCFP4BNPD91G2D8P	ADELW3TS04YY7	"n04019335::public works,n03557840::ice pack,n03722288::marketplace,n03519387::high-rise,n04328186::stopwatch,n04379096::tab key,n03237212::dress blues,n03200701::dining room,n04594489::wire,n04256520::sofa"	::0::1::0::0::1::0::1::1::0::1	::0::1::0::0::1::0::1::1::0::1
3LUY3GC63Z0IBAFJAT309JY34F2P7V	A2OXXHGAM7B0Y	"n03557840::ice pack,n04019335::public works,n03200701::dining room,n04594489::wire,n04379096::tab key,n03722288::marketplace,n04328186::stopwatch,n03237212::dress blues,n04256520::sofa,n03519387::high-rise"	::1::0::0::0::0::0::1::0::1::0	::1::0::1::1::1::1::1::0::1::1
3H7XDTSHKCRROCNLFILP7QJSWFPWG1	A347XXV5JH19PB	"n03722288::marketplace,n04594489::wire,n04019335::public works,n04328186::stopwatch,n03557840::ice pack,n04256520::sofa,n03200701::dining room,n04379096::tab key,n03519387::high-rise,n03237212::dress blues"	::0::0::0::1::1::1::0::0::0::0	::1::1::0::1::1::1::1::1::1::0
37ZHEEHM6WMB4LAWCV6TWGV2ZJ737U	A2A8DHZIPN5AD4	"n03326475::fell,n03068998::collar,n06272612::voice mail,n02815950::beam,n04417809::theater,n03196062::digital camera,n03999992::press,n04033995::quilt,n03663433::life office,n03183080::device"	::0::1::0::0::0::1::0::1::0::1	::0::1::0::1::1::1::0::1::1::1
3LEIZ60CDJZG3X5ICZZMEDRN94W9ZB	AQORJW4W8U9YU	"n04417809::theater,n03183080::device,n02815950::beam,n03326475::fell,n06272612::voice mail,n03196062::digital camera,n04033995::quilt,n03663433::life office,n03999992::press,n03068998::collar"	::0::0::0::1::0::1::1::0::0::1	::1::1::1::1::1::1::1::1::1::1
3M1CVSFP605LUOEWH9U9JFQ3AJZAQ3	A2OXXHGAM7B0Y	"n03663433::life office,n02815950::beam,n03183080::device,n03326475::fell,n04033995::quilt,n03999992::press,n06272612::voice mail,n03068998::collar,n03196062::digital camera,n04417809::theater"	::0::1::1::1::1::0::0::1::1::0	::1::1::1::1::1::1::0::1::1::1
3RWE2M8QWHA4QE3M9F5ZQFJLWM00NF	A347XXV5JH19PB	"n04033995::quilt,n03326475::fell,n03196062::digital camera,n03999992::press,n03663433::life office,n03068998::collar,n03183080::device,n04417809::theater,n06272612::voice mail,n02815950::beam"	::1::0::1::1::0::1::1::0::0::0	::1::0::1::1::1::1::1::1::0::1
3VW04L3ZLT6HZYN1EXHFXVXU87WXXS	A2SPF0XH4LNRK1	"n03326475::fell,n04417809::theater,n06272612::voice mail,n03663433::life office,n03183080::device,n03196062::digital camera,n03999992::press,n04033995::quilt,n03068998::collar,n02815950::beam"	::1::0::0::0::1::1::1::1::1::1	::0::1::1::1::1::1::1::1::1::1
3BDCF01OGXUBZ9WM5A0T5F9G345LYP	A1OKGXKTU02BPE	"n03166685::death camp,n03002096::chair,n03347617::fire tower,n04561287::water meter,n04545748::walker,n03688504::long tom,n03358726::flash camera,n04067658::reel,n03000247::chain mail,n04152593::screen"	::0::1::0::1::1::0::1::1::1::1	::1::1::1::1::1::1::1::1::1::1
38F71OA9GTWP50XC0W9KG7HPXYFMF5	A2OXXHGAM7B0Y	"n03002096::chair,n04561287::water meter,n04152593::screen,n03347617::fire tower,n04545748::walker,n04067658::reel,n03000247::chain mail,n03358726::flash camera,n03688504::long tom,n03166685::death camp"	::1::1::1::0::1::1::0::1::0::0	::1::1::1::1::1::1::1::1::1::1
3AAJC4I4FGS599IRYBQZ375Q59FJZN	A347XXV5JH19PB	"n03347617::fire tower,n04152593::screen,n03000247::chain mail,n04067658::reel,n03358726::flash camera,n03688504::long tom,n04545748::walker,n03002096::chair,n04561287::water meter,n03166685::death camp"	::0::1::0::1::1::0::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
3E337GFOL9811IE7NHU2B76133RGN0	A2LKQQ3GNDQ017	"n04545748::walker,n04152593::screen,n03000247::chain mail,n03347617::fire tower,n03688504::long tom,n03358726::flash camera,n03002096::chair,n04561287::water meter,n03166685::death camp,n04067658::reel"	::1::1::1::0::0::1::1::1::0::1	::0::1::0::1::1::1::1::1::0::0
3SB5N7Y3O34YGMM0MBS40VAOVAH0GA	A2BA9Y6VGW6WS1	"n03002096::chair,n04152593::screen,n03688504::long tom,n03347617::fire tower,n04561287::water meter,n04545748::walker,n03358726::flash camera,n04067658::reel,n03000247::chain mail,n03166685::death camp"	::1::1::0::0::1::1::1::1::1::0	::1::1::1::1::1::0::1::1::0::1
3T3IWE1XG6NQ9KD5N9LQEKGVY88TQV	A36LOA6VLJU157	"n04051825::rampart,n02844714::bit,n03243625::drive line,n03091374::connection,n04093223::rings,n03358380::flash,n04451818::tool,n03171228::defense system,n03282295::embassy,n04591631::wine bar"	::0::1::1::1::1::1::1::0::0::0	::0::0::0::1::1::1::1::0::1::1
3GLB5JMZFXVSF6NUYNGZF2U7PZGGD9	AQORJW4W8U9YU	"n03091374::connection,n03282295::embassy,n03171228::defense system,n04451818::tool,n03243625::drive line,n03358380::flash,n04591631::wine bar,n04093223::rings,n02844714::bit,n04051825::rampart"	::1::0::0::1::0::1::0::1::0::0	::1::1::1::0::1::1::1::1::1::1
3YDGXNSEOZU0MVYJME3IKLJ3O3C84A	A2LKQQ3GNDQ017	"n03171228::defense system,n02844714::bit,n04591631::wine bar,n03243625::drive line,n04051825::rampart,n04451818::tool,n03091374::connection,n03282295::embassy,n04093223::rings,n03358380::flash"	::0::1::1::1::0::1::1::0::1::1	::1::1::1::1::0::1::0::1::1::0
3PM8NZGV8YGXQ1MPSJMN3N11B47XQT	A2UHEMRALXKUCF	"n04451818::tool,n04093223::rings,n03358380::flash,n03171228::defense system,n03243625::drive line,n03282295::embassy,n03091374::connection,n02844714::bit,n04051825::rampart,n04591631::wine bar"	::1::0::1::0::0::0::1::1::0::0	::1::0::1::0::1::0::1::1::1::1
3DYGAII7PL8SHSKY6SC69AFY95YQPY	A2SPF0XH4LNRK1	"n03171228::defense system,n04051825::rampart,n03358380::flash,n02844714::bit,n04591631::wine bar,n03091374::connection,n04451818::tool,n03243625::drive line,n03282295::embassy,n04093223::rings"	::0::0::1::1::0::1::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
3IKZ72A5B4GVNIICCXOKTM6P2OEFNN	A2SPF0XH4LNRK1	"n02772101::backup system,n02936921::cage,n02727825::apparatus,n04461879::toy,n03343853::firearm,n03542860::hotel room,n02684962::agora,n02912065::buffet,n04407435::temple,n02932400::cabin"	::1::1::1::1::0::0::0::0::0::0	::1::1::0::1::1::1::1::1::1::1
39RP059MEHTZSJLWVUNOXHQ4I0EBM3	AQORJW4W8U9YU	"n02932400::cabin,n02936921::cage,n02684962::agora,n02727825::apparatus,n04407435::temple,n03343853::firearm,n03542860::hotel room,n02772101::backup system,n02912065::buffet,n04461879::toy"	::0::0::0::0::0::1::0::0::0::1	::1::1::1::1::1::1::1::1::1::1
333U7HK6I9F268DV6T12CFMNHRXJDG	AWY5WM7BEBZD8	"n04407435::temple,n03343853::firearm,n02772101::backup system,n02932400::cabin,n02912065::buffet,n02727825::apparatus,n03542860::hotel room,n04461879::toy,n02936921::cage,n02684962::agora"	::0::0::1::0::1::0::0::1::1::0	::1::0::0::1::1::0::1::0::1::0
3570Y55XZPJVDHILUJ3DSN487NUGYP	A347XXV5JH19PB	"n03343853::firearm,n04407435::temple,n02772101::backup system,n02727825::apparatus,n02932400::cabin,n03542860::hotel room,n04461879::toy,n02912065::buffet,n02684962::agora,n02936921::cage"	::0::0::1::1::0::0::1::0::0::1	::1::1::1::1::1::1::1::1::0::1
3QY7M81QH7MH0JI3X1YSD2C4A53K7W	A2BA9Y6VGW6WS1	"n04407435::temple,n02772101::backup system,n04461879::toy,n02727825::apparatus,n03343853::firearm,n03542860::hotel room,n02936921::cage,n02912065::buffet,n02932400::cabin,n02684962::agora"	::0::1::1::1::1::0::1::0::0::0	::1::1::1::1::1::1::1::1::1::1
3TXWC2NHNZQJ2LJ4H75EIKUKMPQ9S0	A2BA9Y6VGW6WS1	"n04046590::rail,n03688832::looking glass,n04076713::repository,n02933462::cabinet,n04166111::security system,n04586932::wind instrument,n02844307::bit,n04306847::statue,n03982232::pool ball,n02914991::building complex"	::0::0::0::0::1::1::1::1::1::0	::1::1::1::1::1::1::1::1::1::0
3NAPMVF0ZWFMJ3ED8VSOD6QAT5627H	A757KD6CSFAKF	"n04076713::repository,n02914991::building complex,n03688832::looking glass,n02844307::bit,n04046590::rail,n04586932::wind instrument,n03982232::pool ball,n04306847::statue,n04166111::security system,n02933462::cabinet"	::0::0::1::1::0::1::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
31QTRG6Q2TD1QUBKX2T0MWI08E7YP1	A1G187YBG0DVMQ	"n03688832::looking glass,n02914991::building complex,n04166111::security system,n04586932::wind instrument,n04076713::repository,n03982232::pool ball,n02933462::cabinet,n04046590::rail,n04306847::statue,n02844307::bit"	::1::0::1::0::0::1::0::0::0::1	::1::1::1::1::0::1::1::1::1::0
3Z9WI9EOZZOET8OFAAK44F1YO8PKHO	AQORJW4W8U9YU	"n04166111::security system,n04046590::rail,n02933462::cabinet,n03688832::looking glass,n03982232::pool ball,n02914991::building complex,n04306847::statue,n04076713::repository,n04586932::wind instrument,n02844307::bit"	::0::0::0::1::1::0::0::0::1::1	::1::1::1::1::0::1::1::1::1::1
3TR2532VIPU3LZYGW6TO69CV05B6JC	A2C57JVPIOH7F2	"n02914991::building complex,n04166111::security system,n04306847::statue,n04046590::rail,n02933462::cabinet,n04586932::wind instrument,n02844307::bit,n03688832::looking glass,n03982232::pool ball,n04076713::repository"	::0::1::1::0::1::1::1::1::1::0	::0::1::1::1::1::1::1::1::1::1
3GM6G9ZBKNXZO5FDVGE9XBWQO7MMTC	A2SPF0XH4LNRK1	"n04360798::support column,n03752071::metallic,n03213826::distributor point,n03380647::foot rule,n03762332::midiron,n04254777::sock,n03052464::clothing store,n03895866::passenger car,n03579982::internal-combustion engine,n03605915::junction"	::0::0::1::1::1::1::0::0::0::0	::1::0::1::1::0::1::1::1::1::1
3IO1LGZLK9XE1I2X52WXHJ3HKUN68Y	AWY5WM7BEBZD8	"n03052464::clothing store,n04254777::sock,n04360798::support column,n03579982::internal-combustion engine,n03380647::foot rule,n03752071::metallic,n03762332::midiron,n03213826::distributor point,n03895866::passenger car,n03605915::junction"	::0::1::0::0::1::0::1::1::0::0	::0::1::1::1::1::0::1::1::0::0
3GU1KF0O4I15DMI9NAFGELKZN5ZBP9	A347XXV5JH19PB	"n04360798::support column,n03752071::metallic,n03052464::clothing store,n03380647::foot rule,n03762332::midiron,n03213826::distributor point,n04254777::sock,n03579982::internal-combustion engine,n03895866::passenger car,n03605915::junction"	::0::0::0::0::1::1::1::1::0::0	::1::0::1::1::1::1::1::1::1::1
3YOH7BII097JB9JZFZ18JGS7WNAKVO	A2OXXHGAM7B0Y	"n03579982::internal-combustion engine,n03052464::clothing store,n03605915::junction,n03213826::distributor point,n04360798::support column,n03762332::midiron,n04254777::sock,n03752071::metallic,n03895866::passenger car,n03380647::foot rule"	::0::0::0::1::0::1::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
3TXMY6UCAEO9N3BU1NQ0PAGRAMQQCR	AVR6APJRJK7EF	"n03052464::clothing store,n03605915::junction,n04360798::support column,n03213826::distributor point,n03579982::internal-combustion engine,n04254777::sock,n03380647::foot rule,n03895866::passenger car,n03752071::metallic,n03762332::midiron"	::0::0::0::1::0::1::1::0::1::1	::1::1::1::1::1::1::0::1::0::1
32Q90QCQ1SL29YXDK9CYJC4LWSVEK0	A2ZTO4JZOB0QFL	"n03426134::gas tank,n03338821::film,n04064862::recovery room,n02799071::baseball,n04556664::watch glass,n03049457::closet,n02777927::balcony,n03012897::chemical plant,n03434188::generator,n02686568::aircraft"	::0::1::0::1::1::0::0::0::1::0	::1::0::1::1::1::1::1::1::1::0
3XC1O3LBOSMFINXSV4DUXYH1O2OTL9	A1G187YBG0DVMQ	"n03049457::closet,n04064862::recovery room,n03434188::generator,n03012897::chemical plant,n02777927::balcony,n03338821::film,n04556664::watch glass,n02799071::baseball,n03426134::gas tank,n02686568::aircraft"	::0::0::0::0::0::1::1::1::0::0	::1::1::1::1::1::1::1::1::1::1
35L9RVQFCOISW4TR4OO6A2AWQZVHUQ	A2SPF0XH4LNRK1	"n03012897::chemical plant,n04556664::watch glass,n02799071::baseball,n02777927::balcony,n03426134::gas tank,n03049457::closet,n03434188::generator,n04064862::recovery room,n02686568::aircraft,n03338821::film"	::0::1::1::0::1::0::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
3HRMW88U16QY8WIMXEQZD0ULRWSM03	A347XXV5JH19PB	"n03338821::film,n03434188::generator,n03049457::closet,n02777927::balcony,n04556664::watch glass,n03012897::chemical plant,n02686568::aircraft,n04064862::recovery room,n03426134::gas tank,n02799071::baseball"	::1::1::0::0::1::0::0::0::0::1	::0::1::1::1::1::1::1::1::1::1
3D4CH1LGEATGCGADM7BXT6BHYEA9GU	A2I159VITLD19Y	"n03338821::film,n03012897::chemical plant,n02799071::baseball,n02777927::balcony,n04556664::watch glass,n02686568::aircraft,n04064862::recovery room,n03434188::generator,n03426134::gas tank,n03049457::closet"	::1::0::1::0::1::0::0::1::0::0	::0::1::1::1::1::1::1::1::1::1
3R08VXYT7CV8VJCKMFHV1D6ZXC3W7V	AWY5WM7BEBZD8	"n03956785::planner,n02846733::black box,n03261776::earphone,n02812631::bay,n04187547::shed,n03995535::power line,n04379964::table,n03972524::pocket,n03665366::light,n03211117::display"	::1::1::1::0::1::0::1::0::0::0	::1::1::1::0::1::0::1::0::0::0
3WI0P0II61SJ4WW8EYABE68ER8ZDRA	A2SPF0XH4LNRK1	"n02812631::bay,n02846733::black box,n04187547::shed,n04379964::table,n03665366::light,n03972524::pocket,n03261776::earphone,n03995535::power line,n03956785::planner,n03211117::display"	::0::1::1::1::1::0::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
3GU1KF0O4I15DMI9NAFGELKZN50BPA	A347XXV5JH19PB	"n03211117::display,n03995535::power line,n04379964::table,n02846733::black box,n03665366::light,n03956785::planner,n02812631::bay,n04187547::shed,n03972524::pocket,n03261776::earphone"	::0::0::1::1::1::1::0::0::0::1	::0::1::1::1::1::1::1::1::1::1
3QXNC7EIPIVJ1CZS85MU8EO1RXM90S	A2OXXHGAM7B0Y	"n03211117::display,n04187547::shed,n03956785::planner,n02846733::black box,n03665366::light,n03261776::earphone,n03995535::power line,n02812631::bay,n04379964::table,n03972524::pocket"	::1::1::1::1::1::1::0::0::1::1	::1::1::1::1::1::1::1::1::1::1
3K4J6M3CXETUHZKIEDPXP1M14WSAGA	A2C57JVPIOH7F2	"n04187547::shed,n02812631::bay,n03972524::pocket,n03956785::planner,n02846733::black box,n03261776::earphone,n03211117::display,n04379964::table,n03665366::light,n03995535::power line"	::0::0::0::1::1::1::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
3WLEIWSYHOHJCSKPL4E04JF478Z2HG	A1G187YBG0DVMQ	"n04245412::small ship,n03770439::miniskirt,n03642806::laptop,n04449700::toll line,n03619396::kit,n03991062::pot,n04120489::running shoe,n03688192::long johns,n04027023::push button,n04459362::towel"	::0::1::1::0::1::0::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
3G5F9DBFOPXS9JIR9EYB6OCF46UVHJ	A1WR2AKX164FZO	"n03770439::miniskirt,n03688192::long johns,n04245412::small ship,n03991062::pot,n04459362::towel,n03619396::kit,n04120489::running shoe,n03642806::laptop,n04449700::toll line,n04027023::push button"	::1::1::0::1::1::1::1::1::0::1	::1::0::1::1::1::1::1::1::0::1
39L1G8WVWQRXTZVUNFPKV64PWXG316	A2OXXHGAM7B0Y	"n04449700::toll line,n03991062::pot,n03770439::miniskirt,n04245412::small ship,n03642806::laptop,n04459362::towel,n04027023::push button,n03619396::kit,n03688192::long johns,n04120489::running shoe"	::0::1::1::0::1::1::1::1::1::1	::1::1::1::1::1::1::1::1::0::1
3WJEQKOXA82XDKUFWU4UIEIV277A18	A2UHEMRALXKUCF	"n04027023::push button,n04245412::small ship,n04459362::towel,n04449700::toll line,n04120489::running shoe,n03619396::kit,n03770439::miniskirt,n03991062::pot,n03642806::laptop,n03688192::long johns"	::1::1::1::1::1::1::1::1::1::1	::1::1::1::1::1::1::1::1::1::1
3N1FSUEFL50C3QUA3MEY6DX4ZUF4DI	A2SPF0XH4LNRK1	"n04245412::small ship,n04459362::towel,n04027023::push button,n03770439::miniskirt,n03642806::laptop,n04449700::toll line,n03991062::pot,n03688192::long johns,n04120489::running shoe,n03619396::kit"	::0::1::1::1::1::1::1::1::1::1	::1::1::1::1::1::1::1::1::1::1
3TYCR1GOTCJB4Z6R1W2CJMII9YJLZQ	A2SPF0XH4LNRK1	"n03436417::gift shop,n02938886::calculator,n04096066::road,n04379243::table,n03357081::flannel,n04224543::sister ship,n03315644::facing,n02857907::boards,n03092883::console table,n04100174::rod"	::0::1::0::1::1::0::1::0::1::1	::1::1::1::1::0::1::1::1::1::1
3XLBSAQ9Z4CCPEHPX2120H0HEEDZ7U	A2GZN7DE7UKJRU	"n04096066::road,n04379243::table,n02857907::boards,n03092883::console table,n02938886::calculator,n04100174::rod,n03436417::gift shop,n03315644::facing,n04224543::sister ship,n03357081::flannel"	::0::1::0::1::1::1::0::0::0::1	::1::1::1::1::1::1::1::1::1::1
3VW04L3ZLT6HZYN1EXHFXVXU87VXXR	A347XXV5JH19PB	"n04379243::table,n04224543::sister ship,n02857907::boards,n03315644::facing,n03092883::console table,n03357081::flannel,n04100174::rod,n03436417::gift shop,n02938886::calculator,n04096066::road"	::1::0::0::0::1::1::1::0::1::0	::1::1::0::0::1::0::1::1::1::1
3JRJSWSMQHLWD0P6Z3KZ2QNJL6KE30	A2OXXHGAM7B0Y	"n04096066::road,n03436417::gift shop,n04379243::table,n02938886::calculator,n03315644::facing,n03092883::console table,n04224543::sister ship,n02857907::boards,n03357081::flannel,n04100174::rod"	::0::0::1::1::0::1::0::0::1::1	::1::1::1::1::1::1::1::0::0::1
